ages,list_price,num_reviews,piece_count,review_difficulty,star_rating,country
8-14,92.2929,8.0,747.0,Average,4.5,NZ
4-7,30.4878,3.0,94.0,Average,4.7,LU
6-12,45.37000000000001,3.0,378.0,Average,2.7,NO
7-14,48.7878,4.0,391.0,Average,4.8,AT
6-12,21.6,4.0,192.0,Average,5.0,DN
6-14,14.352,11.0,109.0,Easy,,CZ
6-12,21.9478,26.0,117.0,Very Easy,4.7,BE
6-12,18.2878,18.0,124.0,Easy,4.7,IT
8-14,30.4878,7.0,92.0,Easy,4.7,FR
10+,10.1322,4.0,143.0,Easy,4.8,CA
9-16,101.39220000000002,28.0,370.0,Easy,,CA
7-14,54.8878,4.0,391.0,Average,4.8,BE
8-12,45.59240000000001,6.0,460.0,Average,4.3,AU
7-12,18.2878,2.0,149.0,Easy,5.0,FR
9-14,79.99,8.0,754.0,Average,4.5,US
4-7,36.5878,1.0,151.0,Easy,5.0,DE
7-14,18.258,2.0,58.0,Easy,4.5,CH
2-5,42.6878,3.0,48.0,Very Easy,5.0,FR
10-16,167.19240000000005,7.0,1151.0,Challenging,4.9,AU
11-16,195.1878,22.0,2595.0,Average,4.7,DE
7-12,60.9878,3.0,426.0,Average,5.0,
5-12,10.1322,10.0,94.0,Very Easy,4.4,CA
4-99,19.152,24.0,1.0,Very Easy,4.1,CZ
9-14,56.7929,4.0,552.0,Challenging,4.8,NZ
7-14,42.6878,10.0,312.0,Easy,4.0,LU
11-16,345.1,45.0,1862.0,Challenging,3.5,PL
5-12,12.1878,12.0,88.0,Easy,4.9,FR
6-12,36.5878,6.0,229.0,Easy,4.7,LU
4-7,12.432,2.0,67.0,Very Easy,5.0,CZ
4-99,9.7478,6.0,1.0,Very Easy,4.7,LU
8-14,29.99,10.0,365.0,Easy,4.8,US
6-12,22.087,18.0,124.0,Easy,4.7,NO
10+,12.1878,4.0,126.0,Easy,5.0,ES
2-5,38.87000000000001,2.0,26.0,Very Easy,5.0,NO
2-5,35.092200000000005,3.0,48.0,Very Easy,5.0,CA
8-12,68.3078,2.0,464.0,Easy,4.5,ES
6-12,14.6278,1.0,102.0,Easy,4.0,BE
5-12,28.3929,3.0,141.0,Easy,,NZ
10+,40.698,30.0,230.0,Easy,4.4,CH
9-14,85.3878,9.0,554.0,Challenging,4.0,BE
9-14,65.88,9.0,554.0,Challenging,4.0,DN
4-7,30.4878,2.0,116.0,Easy,4.5,PT
10+,12.987000000000002,3.0,101.0,Average,4.7,NO
5-12,19.4922,89.0,24.0,Easy,2.5,CA
10-16,109.7878,12.0,1098.0,Average,4.8,FR
8-14,73.1878,8.0,747.0,Average,4.5,PT
8+,30.4878,5.0,247.0,Average,4.6,DE
7-14,79.28779999999998,7.0,375.0,Easy,3.7,FR
6-12,20.7278,14.0,97.0,Easy,4.1,AT
8-12,42.6878,10.0,386.0,Average,3.8,DE
2-5,38.352,3.0,28.0,Average,4.3,CZ
6-12,12.99,38.0,88.0,Very Easy,,US
7-14,12.99,5.0,113.0,Average,4.6,US
8-14,109.7878,71.0,717.0,Average,4.7,BE
6-12,33.552,3.0,126.0,Easy,4.7,CZ
1½-3,24.3878,5.0,23.0,Easy,5.0,NL
1½-3,3.8922,2.0,7.0,Very Easy,,CA
10+,12.1524,3.0,119.0,Easy,5.0,AU
5-12,18.258,1.0,126.0,Easy,5.0,CH
7-12,42.6878,25.0,241.0,Easy,4.5,LU
6-12,40.698,6.0,271.0,Easy,4.8,CH
10-21,30.4878,1.0,1.0,Easy,,IT
7-12,35.598,32.0,208.0,Easy,4.4,CH
8-14,23.3922,12.0,86.0,Easy,4.5,CA
14+,129.19240000000002,367.0,1969.0,Challenging,4.9,AU
6-12,24.3878,3.0,188.0,Easy,4.3,ES
6-12,12.99,25.0,92.0,Very Easy,4.5,US
9-14,97.5878,6.0,914.0,Average,,AT
8+,24.3878,5.0,247.0,Average,4.6,IT
7-12,30.4878,8.0,356.0,Average,4.6,DE
5+,5.187,15.0,7.0,Very Easy,,NO
8-14,68.3078,14.0,376.0,Easy,3.5,PT
2-5,24.8429,1.0,23.0,Easy,5.0,NZ
10+,12.1878,1.0,113.0,Easy,5.0,BE
7-14,36.5878,10.0,312.0,Easy,4.0,IE
16+,199.99,91.0,2464.0,Challenging,4.9,US
5-12,48.986000000000004,10.0,169.0,Very Easy,4.1,GB
16+,124.752,66.0,1167.0,Average,4.9,CZ
4-7,24.3878,1.0,110.0,Easy,4.0,PT
7-14,19.5078,3.0,163.0,Easy,5.0,DE
6-12,23.1678,3.0,188.0,Easy,4.3,IE
10+,15.799000000000001,7.0,140.0,Easy,4.9,FI
4-7,45.1278,1.0,178.0,Very Easy,5.0,IE
5+,3.1122,26.0,7.0,Very Easy,4.1,CA
10+,487.9878,38.0,601.0,Challenging,4.3,ES
5-12,12.1878,2.0,87.0,Easy,4.5,PT
6-12,19.5078,14.0,97.0,Easy,4.1,PT
9-14,84.37,8.0,876.0,Average,5.0,NO
14+,243.9878,87.0,1703.0,Challenging,4.3,AT
10+,32.18599999999999,3.0,1.0,Average,5.0,GB
6-12,33.552,1.0,199.0,Average,5.0,CZ
12+,140.3922,79.0,2049.0,Average,,CA
6+,439.1878,2.0,4900.0,Easy,5.0,
12+,103.87,14.0,744.0,Challenging,4.6,NO
9-12,59.99,14.0,670.0,Average,4.5,US
8-14,68.3924,19.0,433.0,Average,4.7,AU
5-12,13.6724,2.0,79.0,Easy,3.5,AU
8+,121.9878,7.0,729.0,Average,4.1,PT
4-99,29.886999999999997,8.0,303.0,Easy,4.9,NO
7-12,21.9478,5.0,223.0,Easy,4.4,LU
5-12,23.951999999999998,47.0,8.0,Very Easy,4.1,CZ
5-12,45.59240000000001,10.0,169.0,Very Easy,4.1,
9-14,91.4878,19.0,944.0,Average,4.2,FR
6-12,97.37,4.0,740.0,Average,5.0,NO
6-12,61.098,8.0,415.0,Challenging,4.4,CH
16+,158.58780000000004,53.0,1686.0,Average,4.6,FR
8-12,48.7878,4.0,422.0,Average,4.8,DE
6+,12.1878,1.0,80.0,Easy,5.0,NL
8-14,34.99,13.0,448.0,Average,4.4,US
8-14,146.339,23.0,1047.0,Average,4.7,FI
5-12,9.99,11.0,90.0,Easy,4.1,US
7-12,40.751999999999995,19.0,157.0,Easy,,CZ
7-14,41.986000000000004,6.0,76.0,Easy,4.5,GB
4-7,14.192899999999998,3.0,62.0,Easy,4.7,NZ
8-14,71.952,29.0,544.0,Average,4.7,CZ
7-14,73.139,6.0,400.0,Easy,4.3,FI
10+,12.432,3.0,101.0,Average,4.7,CZ
4-99,18.2878,7.0,221.0,Easy,4.1,IT
7-14,18.962,1.0,56.0,Easy,5.0,AU
8-14,66.69709999999999,29.0,544.0,Average,4.7,PL
10+,12.432,1.0,149.0,Very Easy,3.0,CZ
5-12,31.192200000000003,11.0,174.0,Easy,4.0,CA
6-12,21.9478,18.0,124.0,Easy,4.7,LU
8+,129.87,7.0,729.0,Average,,NO
8-14,68.3924,3.0,604.0,Challenging,4.0,AU
2-5,42.6878,3.0,48.0,Very Easy,5.0,IT
10-16,121.9878,8.0,1005.0,Average,4.4,PT
10+,12.1878,3.0,101.0,Average,4.7,FR
8-12,42.638999999999996,5.0,379.0,Easy,4.4,FI
9-16,109.7878,28.0,370.0,Easy,4.5,PT
7-14,30.4878,8.0,204.0,Average,4.4,PT
6-12,12.1878,9.0,92.0,Easy,4.7,DE
6-12,85.3878,4.0,740.0,Average,,AT
6-14,12.1878,1.0,68.0,Very Easy,4.0,LU
8-12,34.99,5.0,379.0,Easy,4.4,US
7-14,10.1322,1.0,80.0,Very Easy,4.0,CA
5+,4.819,13.0,8.0,Very Easy,4.8,FI
2-5,36.5878,1.0,37.0,Very Easy,5.0,PT
10+,12.0,2.0,105.0,Easy,5.0,DN
7-14,20.986,2.0,58.0,Easy,4.5,GB
10+,12.0,2.0,108.0,Easy,5.0,DN
16+,119.88,53.0,1686.0,Average,,DN
10+,12.1878,3.0,122.0,Very Easy,4.0,AT
8-12,36.5878,37.0,262.0,Easy,4.5,FR
2-5,24.3878,2.0,26.0,Average,5.0,LU
10+,12.432,3.0,122.0,Very Easy,4.0,CZ
6-12,91.4878,4.0,740.0,Average,5.0,NL
6-12,19.152,6.0,102.0,Very Easy,4.2,CZ
16+,415.87,88.0,4867.0,Challenging,4.9,NO
10+,13.986,1.0,135.0,Very Easy,4.0,
6-12,21.899,18.0,124.0,Easy,4.7,FI
9-14,109.7878,6.0,914.0,Average,4.8,LU
7-14,46.3971,11.0,293.0,Average,4.7,PL
8-14,45.37000000000001,8.0,341.0,Average,4.6,NO
10+,26.0971,1.0,160.0,Very Easy,,PL
7-12,103.6878,2.0,577.0,Average,5.0,ES
8-12,142.87,6.0,813.0,Average,4.3,NO
6-12,48.7878,10.0,374.0,Easy,,AT
7-14,63.89289999999999,5.0,259.0,Average,4.2,NZ
9-14,101.4971,6.0,914.0,Average,4.8,PL
10+,24.3878,1.0,240.0,Easy,,IT
1½-3,25.987,5.0,23.0,Easy,5.0,NO
7-14,30.362,4.0,119.0,Easy,5.0,AU
2-5,121.38,8.0,163.0,Easy,5.0,CH
8-12,42.6878,8.0,339.0,Average,4.3,BE
7-14,21.9478,19.0,181.0,Easy,4.9,BE
5-12,12.585999999999999,2.0,79.0,Easy,3.5,GB
4-99,59.99,4.0,790.0,Easy,5.0,US
6-12,12.99,11.0,74.0,Easy,4.3,US
7-14,25.398000000000003,8.0,217.0,Easy,,CH
8-14,109.7878,3.0,836.0,Average,4.7,NL
4-7,13.4078,3.0,59.0,Easy,5.0,FR
6-12,36.5878,7.0,289.0,Easy,4.1,IT
4-7,21.9478,2.0,108.0,Easy,4.5,BE
7-14,40.698,5.0,267.0,Easy,3.2,CH
6-12,19.4922,2.0,168.0,Easy,5.0,CA
8-14,49.99,19.0,419.0,Easy,3.8,US
7-12,24.3878,2.0,145.0,Average,,NL
10+,12.1878,3.0,119.0,Easy,5.0,PT
8-14,79.28779999999998,37.0,370.0,Easy,1.8,NL
7-14,13.4078,2.0,176.0,Easy,4.5,PT
6-12,30.439,5.0,201.0,Average,4.4,FI
8-12,53.88,6.0,460.0,Average,,DN
8-14,95.95200000000001,51.0,691.0,Average,4.7,CZ
8-14,75.9924,20.0,581.0,Average,4.8,AU
6+,12.585999999999999,1.0,115.0,Easy,5.0,GB
8-12,60.9878,2.0,464.0,Easy,4.5,AT
5+,4.8678,13.0,8.0,Very Easy,4.8,NL
2-5,60.9878,11.0,52.0,Easy,4.7,IE
14+,389.87,19.0,3444.0,Challenging,5.0,NO
6-12,77.9922,4.0,740.0,Average,5.0,CA
7-14,23.951999999999998,18.0,233.0,Easy,4.6,CZ
6-12,120.6929,3.0,792.0,Average,3.7,NZ
8-12,19.99,1.0,194.0,Average,5.0,US
10+,24.3878,1.0,160.0,Very Easy,5.0,ES
7-12,50.898,13.0,278.0,Easy,4.5,CH
8-12,53.88,2.0,464.0,Easy,4.5,DN
4-99,6.0878000000000005,3.0,60.0,Easy,4.7,PT
10+,9.99,8.0,93.0,Easy,4.6,US
7-14,139.986,6.0,267.0,Average,4.3,GB
10+,10.1322,11.0,91.0,Very Easy,4.9,CA
5-12,34.986,7.0,344.0,Easy,5.0,GB
7-14,41.88,3.0,416.0,Average,4.0,
5-12,12.1878,2.0,82.0,Very Easy,5.0,ES
12+,155.87,23.0,1032.0,Average,4.6,NO
6-12,32.99,3.0,378.0,Average,2.7,US
10+,12.1878,3.0,119.0,Easy,5.0,FR
10-21,284.186,1.0,1.0,Average,4.0,GB
6-12,12.1878,1.0,102.0,Easy,4.0,IT
10-16,111.18,12.0,1098.0,Average,4.8,CH
2-5,24.3878,1.0,23.0,Easy,5.0,AT
8-14,60.9878,29.0,544.0,Average,4.7,DE
11-16,179.3922,18.0,1977.0,Challenging,4.8,CA
10+,24.0,1.0,160.0,Very Easy,5.0,DN
10+,9.99,12.0,151.0,Easy,4.8,US
8-14,60.9878,14.0,376.0,Easy,3.5,AT
10+,12.432,5.0,143.0,Easy,5.0,CZ
16+,304.9878,64.0,4163.0,Challenging,4.6,LU
4-7,18.2878,2.0,63.0,Easy,4.5,BE
9-14,136.62779999999998,15.0,1403.0,Average,,FR
2-5,23.197099999999995,2.0,26.0,Average,5.0,PL
10+,12.138,3.0,119.0,Easy,5.0,CH
16+,355.98,143.0,2704.0,Challenging,4.7,CH
7-14,18.2878,11.0,184.0,Easy,4.7,IT
6-12,41.7924,4.0,350.0,Average,4.8,AU
5-12,30.0,8.0,257.0,Average,3.9,DN
5-12,15.1924,1.0,104.0,Average,,AU
7-12,36.5878,19.0,157.0,Easy,2.6,FR
6-12,42.6878,3.0,378.0,Average,2.7,IT
6-12,12.432,6.0,122.0,Easy,4.5,CZ
6-12,109.7878,8.0,663.0,Average,4.6,BE
8-14,81.72779999999999,3.0,604.0,Challenging,4.0,ES
7-12,23.3922,32.0,208.0,Easy,4.4,CA
9-16,91.4878,5.0,1020.0,Average,4.2,ES
6-14,13.986,1.0,48.0,Very Easy,5.0,GB
4-99,6.192,5.0,66.0,Easy,,CZ
8-14,42.6878,4.0,144.0,Average,4.8,NL
8-14,66.69709999999999,19.0,433.0,Average,,PL
4-7,21.9478,2.0,108.0,Easy,4.5,NL
10-16,151.98,18.0,1456.0,Average,4.6,CH
8-14,49.6929,14.0,294.0,Easy,,NZ
8-14,60.9878,24.0,358.0,Easy,4.6,AT
8-14,134.18779999999998,8.0,1004.0,Average,5.0,DE
9-14,79.28779999999998,23.0,792.0,Average,4.9,PT
7-14,70.99289999999998,6.0,622.0,Average,5.0,NZ
10-16,115.88779999999998,14.0,1327.0,Challenging,4.6,
7-14,21.9478,3.0,179.0,Easy,5.0,NL
5-12,15.5922,47.0,8.0,Very Easy,4.1,CA
10+,12.1524,2.0,105.0,Easy,5.0,AU
7-14,24.8429,7.0,40.0,Easy,4.6,NZ
7-14,14.99,3.0,163.0,Easy,5.0,US
9-14,134.18779999999998,39.0,863.0,Average,,NL
8-12,47.952,10.0,386.0,Average,3.8,CZ
16+,195.1878,177.0,2262.0,Challenging,4.6,NL
8-14,48.7878,3.0,506.0,Average,5.0,IE
9-14,219.5878,6.0,1413.0,Average,4.3,BE
10+,12.0,2.0,108.0,Easy,5.0,DN
16+,402.5878,43.0,5923.0,Challenging,4.8,AT
8-14,146.339,8.0,941.0,Average,4.6,FI
10+,12.1878,1.0,135.0,Very Easy,4.0,DE
6-12,18.258,40.0,125.0,Very Easy,4.7,CH
8-14,121.9878,71.0,717.0,Average,4.7,FR
8-14,30.498,3.0,85.0,Easy,4.7,CH
4-7,12.1878,3.0,62.0,Easy,4.7,NL
7-14,18.258,7.0,40.0,Easy,4.6,CH
16+,426.939,88.0,4867.0,Challenging,4.9,FI
14+,341.5878,19.0,3444.0,Challenging,,IT
2-5,79.28779999999998,1.0,67.0,Average,5.0,ES
4-99,6.0878000000000005,3.0,60.0,Easy,,BE
9-14,131.58,15.0,825.0,Average,,CH
10+,24.3878,1.0,234.0,Easy,,DE
5-12,48.7878,1.0,294.0,Average,5.0,IT
16+,195.1878,202.0,2469.0,Challenging,4.9,BE
6-12,24.3878,4.0,192.0,Average,5.0,PT
10+,10.1322,9.0,99.0,Easy,4.3,CA
9-14,79.99,6.0,914.0,Average,4.8,US
6-12,25.398000000000003,3.0,188.0,Easy,4.3,CH
4-99,25.398000000000003,2.0,213.0,Very Easy,5.0,CH
7-14,24.99,2.0,101.0,Easy,5.0,US
7-12,53.88,1.0,289.0,Easy,4.0,DN
7-12,36.5878,32.0,208.0,Easy,4.4,AT
9-14,103.6878,11.0,1202.0,Average,4.5,ES
8-14,79.28779999999998,8.0,747.0,Average,4.5,IT
7-14,36.5878,6.0,341.0,Easy,4.3,FR
2-5,22.087,1.0,15.0,Easy,4.0,NO
7-12,113.9924,4.0,871.0,Average,4.8,
6-12,17.4724,40.0,125.0,Very Easy,4.7,AU
5-12,20.2971,1.0,126.0,Easy,5.0,PL
7-12,34.986,12.0,285.0,Easy,4.2,GB
8-14,77.9922,3.0,836.0,Average,4.7,CA
8-14,109.7878,19.0,674.0,Average,4.6,PT
7-12,21.899,5.0,223.0,Easy,4.4,FI
5-12,54.8878,10.0,169.0,Very Easy,4.1,BE
10+,24.3878,1.0,234.0,Easy,5.0,FR
8-12,63.89289999999999,3.0,585.0,Average,3.7,NZ
8-14,134.139,5.0,775.0,Challenging,4.8,FI
4-7,22.087,2.0,63.0,Easy,,NO
7-14,54.8878,23.0,375.0,Average,,LU
9-14,134.18779999999998,15.0,1403.0,Average,4.8,BE
5-12,12.987000000000002,2.0,82.0,Very Easy,5.0,NO
6-12,20.986,4.0,192.0,Average,5.0,GB
2-5,12.987000000000002,2.0,15.0,Very Easy,5.0,NO
7-14,30.4878,3.0,96.0,Easy,4.7,NL
4-99,6.0180000000000025,3.0,60.0,Easy,4.7,CH
8-14,63.89289999999999,14.0,376.0,Easy,3.5,NZ
6-12,121.9878,16.0,919.0,Average,4.6,ES
12-16,201.2878,20.0,1628.0,Average,3.8,FR
12+,85.3878,83.0,962.0,Average,4.5,IT
6-12,118.986,16.0,919.0,Average,4.6,
7-14,30.362,2.0,92.0,Easy,4.0,
7-12,17.7429,2.0,149.0,Easy,,NZ
12+,54.8878,11.0,444.0,Average,4.8,
7-12,121.939,2.0,577.0,Average,5.0,FI
2-5,101.39220000000002,22.0,134.0,Average,4.1,
9-14,85.1929,7.0,519.0,Average,4.7,NZ
7-12,25.186,2.0,145.0,Average,,GB
8-14,97.5878,6.0,557.0,Challenging,4.3,NL
7-14,29.99,7.0,358.0,Average,4.7,US
6-12,85.3878,5.0,701.0,Average,4.0,IE
8-14,67.0878,29.0,544.0,Average,4.7,LU
8-14,23.3922,4.0,106.0,Easy,4.8,CA
8-14,71.952,24.0,358.0,Easy,4.6,CZ
8-14,97.986,17.0,674.0,Average,4.7,GB
7-12,42.6878,38.0,282.0,Easy,4.7,NL
6-12,62.986000000000004,4.0,360.0,Average,5.0,GB
4-7,12.1878,3.0,62.0,Easy,4.7,PT
12+,59.99,37.0,598.0,Average,4.2,US
7-14,42.6878,6.0,341.0,Easy,4.3,
9-16,104.986,28.0,370.0,Easy,4.5,GB
2-5,24.3878,1.0,23.0,Easy,5.0,IE
5-12,10.1322,12.0,88.0,Easy,4.9,CA
8-12,120.6929,6.0,813.0,Average,4.3,NZ
7-14,67.0878,5.0,425.0,Average,3.2,LU
4-99,50.898,4.0,790.0,Easy,5.0,CH
8-14,30.0,7.0,341.0,Average,4.6,DN
16+,426.9878,171.0,4080.0,Challenging,4.7,AT
6-12,12.1878,1.0,102.0,Easy,4.0,IE
16+,121.9878,337.0,1334.0,Challenging,4.7,IE
16+,239.88,64.0,4163.0,Challenging,4.6,DN
6-12,48.7878,3.0,307.0,Easy,4.7,AT
10+,24.3878,1.0,234.0,Easy,5.0,NL
8-14,99.3929,9.0,643.0,Average,4.8,NZ
9-14,38.9922,6.0,168.0,Average,5.0,CA
14+,467.9922,84.0,4016.0,Challenging,3.9,CA
10-16,121.38,8.0,1005.0,Average,4.4,CH
4-99,18.2878,24.0,1.0,Very Easy,4.1,AT
5-12,36.5878,7.0,344.0,Easy,5.0,IT
8-14,24.3878,1.0,94.0,Easy,4.0,NL
5-12,12.1878,2.0,79.0,Easy,3.5,IT
7-12,24.3878,2.0,241.0,Easy,5.0,AT
12+,189.9924,79.0,2049.0,Average,5.0,AU
2-5,23.3922,5.0,45.0,Easy,4.2,CA
7-14,12.1878,2.0,176.0,Easy,4.5,IE
8-14,51.87000000000001,5.0,179.0,Average,3.6,NO
6-12,18.2878,1.0,163.0,Easy,4.0,PT
6-12,35.36779999999999,9.0,185.0,Easy,3.9,DE
7-14,18.2878,8.0,45.0,Easy,4.0,FR
8-12,75.9924,11.0,728.0,Average,3.4,AU
9-14,134.18779999999998,15.0,1403.0,Average,4.8,NL
4-7,36.539,2.0,116.0,Easy,4.5,FI
4-7,26.0971,1.0,110.0,Easy,4.0,PL
8-14,49.99,29.0,544.0,Average,4.7,US
6-14,12.1878,1.0,48.0,Very Easy,5.0,PT
7-14,27.2922,11.0,293.0,Average,4.7,CA
6-12,10.1322,9.0,92.0,Easy,4.7,CA
7-14,41.986000000000004,4.0,119.0,Easy,5.0,GB
8-14,40.5971,5.0,330.0,Average,4.8,PL
6+,28.9971,10.0,219.0,Easy,3.9,PL
2-5,90.87,1.0,67.0,Average,5.0,NO
7-12,54.8878,27.0,277.0,Easy,4.6,BE
7-12,18.258,2.0,149.0,Easy,,CH
9-14,124.7922,5.0,1426.0,Challenging,,
5-12,25.398000000000003,35.0,249.0,Easy,,CH
9-16,115.152,28.0,370.0,Easy,4.5,CZ
7-12,36.5878,12.0,285.0,Easy,4.2,IE
10+,12.1878,5.0,143.0,Easy,5.0,BE
8-14,134.18779999999998,8.0,941.0,Average,4.6,LU
7-14,60.9878,6.0,622.0,Average,5.0,PT
10+,10.1322,1.0,113.0,Easy,5.0,
8-12,60.9878,6.0,460.0,Average,,BE
14+,146.3878,367.0,1969.0,Challenging,4.9,FR
12+,36.0,14.0,386.0,Average,4.4,DN
5-12,45.59240000000001,14.0,294.0,Average,4.2,AU
5-12,50.898,16.0,337.0,Easy,3.3,CH
8-12,73.1878,3.0,585.0,Average,3.7,NL
16+,182.58,115.0,2382.0,Challenging,4.7,CH
6-12,14.99,25.0,117.0,Very Easy,4.6,US
8-14,67.0878,2.0,556.0,Average,4.0,BE
6-12,158.58780000000004,45.0,610.0,Average,4.4,PT
7-12,24.3878,1.0,200.0,Average,5.0,LU
7-14,42.6878,18.0,254.0,Easy,4.2,AT
10+,12.1878,3.0,101.0,Average,4.7,FR
4-7,48.7878,2.0,191.0,Average,5.0,IT
12+,57.9971,37.0,598.0,Average,4.2,
6+,11.3924,1.0,80.0,Easy,5.0,AU
7-14,36.5878,13.0,85.0,Average,4.1,NL
16+,231.7878,91.0,2464.0,Challenging,4.9,ES
6-12,21.9478,14.0,97.0,Easy,4.1,NL
4-7,48.7878,2.0,191.0,Average,5.0,LU
16+,182.9878,177.0,2262.0,Challenging,4.6,IE
8-14,73.1878,8.0,747.0,Average,4.5,IE
6-12,121.9878,3.0,792.0,Average,3.7,NL
6-12,18.2878,25.0,117.0,Very Easy,4.6,FR
7-14,15.48,3.0,73.0,Easy,4.3,DN
6-12,35.598,2.0,351.0,Challenging,5.0,CH
2-5,36.5878,1.0,31.0,Easy,5.0,ES
2-5,30.0,3.0,28.0,Average,4.3,DN
14+,179.3922,94.0,1685.0,Average,4.7,CA
7-14,19.5078,12.0,196.0,Easy,,ES
8-14,36.5878,8.0,341.0,Average,4.6,AT
10+,12.1878,2.0,105.0,Easy,5.0,ES
9-14,86.352,8.0,876.0,Average,5.0,CZ
14+,268.3878,87.0,1703.0,Challenging,4.3,FR
9-14,85.339,8.0,876.0,Average,5.0,FI
8+,66.69709999999999,1.0,470.0,Average,5.0,PL
5-12,15.799000000000001,2.0,82.0,Very Easy,5.0,FI
14+,341.5878,19.0,3444.0,Challenging,5.0,FR
14+,243.9878,201.0,1996.0,Challenging,4.8,PT
4-99,36.5878,11.0,484.0,Easy,4.6,
9-14,195.1878,31.0,1416.0,Average,4.8,PT
8-14,38.9922,21.0,494.0,Average,4.5,CA
6-12,99.99,16.0,919.0,Average,4.6,US
1½-3,24.3878,5.0,23.0,Easy,5.0,PT
2-5,24.3878,2.0,39.0,Average,5.0,IT
2-5,68.3924,1.0,67.0,Average,5.0,AU
6-12,31.192200000000003,14.0,330.0,Easy,4.8,CA
4-7,12.138,3.0,59.0,Easy,5.0,CH
8+,121.9878,7.0,729.0,Average,4.1,LU
12+,85.3878,14.0,744.0,Challenging,4.6,AT
5-12,30.0,2.0,347.0,Very Easy,5.0,DN
10+,12.1878,7.0,140.0,Easy,4.9,ES
10+,12.1878,3.0,101.0,Average,4.7,IT
5-12,12.1878,2.0,87.0,Easy,4.5,FR
16+,311.88,88.0,4867.0,Challenging,4.9,DN
7-14,18.2878,1.0,56.0,Easy,5.0,NL
7-14,42.6878,6.0,341.0,Easy,4.3,NL
5-12,11.952,85.0,2.0,Very Easy,3.5,CZ
8-12,146.339,17.0,1124.0,Average,4.8,FI
4-7,14.192899999999998,3.0,59.0,Easy,5.0,NZ
8+,91.4878,1.0,717.0,Challenging,5.0,LU
4-7,12.585999999999999,2.0,67.0,Very Easy,5.0,GB
4-99,18.2878,24.0,1.0,Very Easy,4.1,FR
7-14,26.5924,8.0,204.0,Average,4.4,AU
6-12,45.37000000000001,7.0,289.0,Easy,4.1,NO
7-12,57.552,4.0,402.0,Average,5.0,
10+,12.138,3.0,101.0,Average,4.7,CH
6+,857.7180000000003,7.0,2631.0,Easy,4.6,CH
4-7,30.4878,2.0,116.0,Easy,4.5,AT
9-14,176.8878,5.0,1426.0,Challenging,,PT
16+,146.3878,53.0,1686.0,Average,4.6,IT
7-12,24.3878,2.0,241.0,Easy,5.0,DE
10+,10.1322,1.0,149.0,Very Easy,3.0,CA
14+,268.3878,52.0,2294.0,Average,4.5,LU
6-12,54.8878,4.0,350.0,Average,4.8,BE
7-14,30.0,6.0,341.0,Easy,4.3,DN
7-14,27.6,19.0,201.0,Easy,,DN
6-12,12.1878,1.0,102.0,Easy,4.0,PT
6-12,18.2878,13.0,124.0,Easy,4.8,PT
8-14,46.7922,2.0,516.0,Challenging,5.0,CA
7-14,19.4922,18.0,233.0,Easy,4.6,CA
8-14,79.28779999999998,37.0,370.0,Easy,1.8,IE
8-14,42.5929,8.0,341.0,Average,4.6,NZ
2-5,36.5878,2.0,57.0,Average,5.0,AT
7-12,30.439,2.0,241.0,Easy,5.0,FI
7-12,121.9878,4.0,871.0,Average,4.8,BE
10-16,71.952,12.0,603.0,Average,4.7,CZ
9-14,121.38,15.0,1403.0,Average,4.8,CH
12+,67.152,24.0,780.0,Average,4.7,CZ
6-12,121.939,8.0,663.0,Average,4.6,FI
16+,402.5878,88.0,4867.0,Challenging,4.9,NL
8-12,19.4922,1.0,194.0,Average,5.0,CA
8-14,31.192200000000003,24.0,305.0,Easy,4.8,CA
12-16,215.952,20.0,1628.0,Average,3.8,CZ
16+,475.7878,130.0,4634.0,Challenging,4.8,FR
12+,97.37,83.0,962.0,Average,4.5,NO
6-12,12.4671,4.0,88.0,Easy,4.5,PL
4-7,21.9478,2.0,95.0,Easy,3.0,NL
6-14,12.1878,1.0,48.0,Very Easy,5.0,FR
16+,95.88,337.0,1334.0,Challenging,4.7,DN
9-14,115.152,9.0,830.0,Average,4.9,CZ
8+,26.0971,16.0,208.0,Easy,4.6,PL
6-12,21.9478,13.0,124.0,Easy,4.8,NL
10-16,109.7878,14.0,1327.0,Challenging,,IE
5-12,13.6724,85.0,2.0,Very Easy,,
7-12,24.3878,1.0,225.0,Easy,4.0,ES
12+,79.28779999999998,7.0,597.0,Average,4.9,LU
12+,95.95200000000001,142.0,898.0,Average,3.8,CZ
8-14,24.99,1.0,251.0,Average,5.0,US
7-14,60.9878,5.0,425.0,Average,3.2,IT
6-14,12.912,1.0,48.0,Very Easy,5.0,
6-12,18.2878,13.0,124.0,Easy,4.8,FR
6-12,121.9878,10.0,894.0,Easy,4.7,IT
1½-3,18.2878,5.0,23.0,Easy,5.0,IE
6-12,79.28779999999998,5.0,575.0,Average,5.0,AT
7-14,30.4878,2.0,105.0,Easy,4.0,NL
8+,38.9922,3.0,318.0,Average,5.0,CA
7-14,24.3878,4.0,198.0,Average,,PT
6-12,36.5878,7.0,289.0,Easy,4.1,PT
8-14,48.7878,21.0,494.0,Average,4.5,DE
8-12,121.9878,6.0,813.0,Average,4.3,FR
7-12,36.5878,27.0,149.0,Easy,4.5,PT
6-12,26.0971,4.0,216.0,Easy,4.5,PL
6-12,18.2878,18.0,124.0,Easy,,ES
8-14,77.88,6.0,765.0,Average,4.2,DN
