ages,list_price,num_reviews,piece_count,review_difficulty,star_rating,country
9-14,82.94779999999999,8.0,876.0,Average,5.0,DE
9-16,43.9078,57.0,10.0,Easy,4.5,PT
9-14,109.7878,6.0,914.0,Average,4.8,LU
8-14,31.9429,12.0,86.0,Easy,4.5,NZ
16+,215.952,202.0,2469.0,Challenging,4.9,CZ
4-99,36.5878,11.0,484.0,Easy,4.6,BE
1½-5,36.5878,4.0,65.0,Very Easy,5.0,FR
5+,3.1122,13.0,8.0,Very Easy,4.8,CA
8-14,97.5878,22.0,630.0,Average,,IE
10-16,146.339,8.0,1005.0,Average,4.4,FI
9-14,91.4878,7.0,519.0,Average,4.7,IE
4-7,24.3878,2.0,108.0,Easy,4.5,ES
5-12,40.2478,2.0,222.0,Average,5.0,FR
10+,9.99,5.0,130.0,Easy,,US
8-12,170.7878,1.0,1250.0,Average,5.0,LU
6-12,86.59800000000001,5.0,701.0,Average,4.0,CH
8-14,141.9929,8.0,1004.0,Average,5.0,NZ
9-14,77.88,19.0,944.0,Average,4.2,DN
2-5,141.9929,8.0,163.0,Easy,5.0,NZ
6-12,103.87,8.0,622.0,Average,4.1,NO
2-5,59.99,2.0,110.0,Very Easy,3.5,US
10+,9.99,1.0,135.0,Very Easy,4.0,
4-7,9.99,3.0,62.0,Easy,4.7,US
6-12,29.99,1.0,309.0,Easy,5.0,US
5-12,30.439,35.0,249.0,Easy,4.9,FI
6-12,36.5878,7.0,289.0,Easy,4.1,DE
12+,52.1971,11.0,444.0,Average,,PL
8-14,67.0878,29.0,544.0,Average,4.7,NL
10+,24.3878,2.0,234.0,Easy,5.0,AT
9-14,121.939,6.0,914.0,Average,4.8,FI
7-14,18.186,12.0,196.0,Easy,4.6,GB
14+,170.7878,52.0,1363.0,Average,3.8,IT
9-14,89.99,11.0,1202.0,Average,4.5,US
9-14,121.5924,15.0,825.0,Average,4.7,AU
6-12,12.1878,6.0,122.0,Easy,,DE
8-12,67.152,6.0,460.0,Average,4.3,CZ
9-16,91.4878,5.0,1020.0,Average,4.2,NL
12+,60.9878,24.0,780.0,Average,4.7,DE
8-14,106.4929,22.0,630.0,Average,4.6,NZ
7-12,96.79799999999999,2.0,577.0,Average,5.0,CH
7-14,15.6,11.0,184.0,Easy,4.7,DN
5-12,9.99,1.0,79.0,Very Easy,4.0,US
8-12,62.986000000000004,11.0,728.0,Average,3.4,GB
9-16,50.898,1.0,513.0,Easy,5.0,CH
6-12,14.99,3.0,102.0,Very Easy,4.0,US
6-14,12.1878,1.0,48.0,Very Easy,5.0,ES
,81.72779999999999,7.0,597.0,Average,4.9,DE
9-14,153.55200000000005,15.0,825.0,Average,4.7,CZ
8-14,95.88,5.0,775.0,Challenging,4.8,DN
5-12,31.192200000000003,2.0,222.0,Average,5.0,CA
4-7,52.1971,2.0,191.0,Average,5.0,PL
16+,272.9922,88.0,4867.0,Challenging,4.9,CA
7-12,64.6478,2.0,289.0,Easy,3.5,IE
10+,12.987000000000002,1.0,149.0,Very Easy,,NO
7-14,14.0322,28.0,185.0,Easy,4.4,CA
6-12,12.138,1.0,109.0,Average,5.0,CH
10+,22.7924,1.0,234.0,Easy,5.0,AU
4-7,15.799000000000001,2.0,67.0,Very Easy,5.0,FI
7-14,77.87,6.0,622.0,Average,5.0,NO
9-14,130.4971,15.0,1403.0,Average,4.8,PL
7-12,37.6971,38.0,282.0,Easy,4.7,PL
6-12,59.99,8.0,415.0,Challenging,4.4,US
9-12,63.89289999999999,14.0,670.0,Average,4.5,NZ
10+,9.3522,7.0,140.0,Easy,4.9,CA
8+,29.99,6.0,387.0,Easy,4.7,US
7-14,24.3878,8.0,217.0,Easy,3.6,IT
7-14,58.37000000000001,12.0,293.0,Average,4.8,NO
4-7,12.1524,3.0,62.0,Easy,4.7,AU
2-5,23.3922,1.0,28.0,Average,5.0,CA
2-5,24.3878,1.0,23.0,Easy,,ES
8-14,77.87,14.0,376.0,Easy,3.5,NO
16+,365.9878,143.0,2704.0,Challenging,4.7,PT
5-12,19.99,35.0,250.0,Easy,4.6,US
2-5,49.99,1.0,67.0,Average,5.0,US
7-14,21.9478,3.0,179.0,Easy,5.0,LU
8-14,48.7878,14.0,294.0,Easy,4.7,IT
11-16,167.19240000000005,19.0,2382.0,Average,4.9,AU
5-12,17.4724,1.0,127.0,Easy,5.0,AU
5-12,10.1322,2.0,85.0,Easy,5.0,CA
7-12,24.3878,2.0,145.0,Average,5.0,AT
7-14,30.498,19.0,201.0,Easy,4.6,CH
7-14,18.2878,1.0,56.0,Easy,5.0,
8-14,30.0,7.0,341.0,Average,4.6,DN
6-12,18.2878,5.0,99.0,Very Easy,5.0,IE
7-12,15.6,2.0,149.0,Easy,5.0,DN
7-14,47.952,10.0,377.0,Easy,4.6,CZ
7-12,27.2922,19.0,157.0,Easy,2.6,CA
7-14,22.7924,8.0,217.0,Easy,3.6,AU
7-14,61.098,6.0,622.0,Average,5.0,CH
4-99,6.039,4.0,55.0,Average,4.5,FI
4-7,11.5971,3.0,59.0,Easy,5.0,PL
10+,12.1878,7.0,140.0,Easy,4.9,IE
12+,83.5924,142.0,898.0,Average,3.8,AU
12+,103.6878,83.0,962.0,Average,4.5,IE
5-12,45.486999999999995,2.0,347.0,Very Easy,5.0,NO
8-14,27.6,7.0,92.0,Easy,4.7,DN
16+,378.1878,88.0,4867.0,Challenging,,IT
8-14,79.28779999999998,20.0,581.0,Average,4.8,FR
,36.5878,1.0,151.0,Easy,5.0,LU
8-14,36.5878,27.0,305.0,Easy,4.6,ES
10+,36.5878,33.0,231.0,Easy,4.6,FR
9-14,54.8878,4.0,552.0,Challenging,,PT
6-12,54.8878,4.0,350.0,Average,4.8,NL
10+,9.99,2.0,105.0,Easy,5.0,US
10+,12.987000000000002,2.0,105.0,Easy,5.0,NO
6-12,30.4878,3.0,246.0,Easy,4.0,BE
4+,3.0378000000000003,180.0,1.0,Very Easy,4.8,FR
16+,233.99220000000003,64.0,4163.0,Challenging,4.6,CA
8-14,58.37000000000001,3.0,506.0,Average,5.0,NO
6-12,63.89289999999999,6.0,589.0,Easy,4.5,NZ
10+,19.99,1.0,160.0,Very Easy,5.0,US
6-12,18.2878,7.0,141.0,Easy,4.1,AT
7-14,42.6878,10.0,312.0,Easy,4.0,NL
6-12,60.93899999999999,10.0,374.0,Easy,4.0,FI
8-14,109.7878,19.0,674.0,Average,4.6,LU
4-7,18.2878,2.0,63.0,Easy,4.5,LU
4-99,10.9678,6.0,1.0,Very Easy,4.7,DE
9-14,48.7878,6.0,168.0,Average,5.0,IE
4-7,29.2678,2.0,95.0,Easy,3.0,FR
7-14,42.6878,11.0,293.0,Average,4.7,FR
8-14,53.88,7.0,521.0,Average,4.3,DN
4-99,54.8878,4.0,790.0,Easy,5.0,IT
8-14,73.1878,20.0,581.0,Average,4.8,AT
5-12,38.9922,10.0,169.0,Very Easy,4.1,CA
16+,248.4929,91.0,2464.0,Challenging,4.9,NZ
7-12,116.87,2.0,577.0,Average,5.0,NO
7-12,42.6878,4.0,345.0,Easy,,BE
16+,202.9971,177.0,2262.0,Challenging,4.6,PL
9-14,69.99,19.0,944.0,Average,4.2,US
4-7,36.5878,3.0,94.0,Average,4.7,FR
6-12,86.352,8.0,722.0,Average,4.0,CZ
7-14,19.5078,3.0,179.0,Easy,5.0,PT
7-12,50.898,4.0,402.0,Average,5.0,CH
8-14,109.7878,22.0,630.0,Average,4.6,FR
4-7,29.886999999999997,1.0,110.0,Easy,4.0,NO
7-12,35.4929,27.0,149.0,Easy,4.5,NZ
1½-3,19.4922,5.0,23.0,Easy,5.0,CA
7-14,42.5929,5.0,267.0,Easy,3.2,NZ
7-12,36.5878,2.0,374.0,Easy,3.5,ES
14+,365.939,19.0,3444.0,Challenging,5.0,FI
6-12,24.3878,3.0,188.0,Easy,4.3,IT
7-12,30.4878,8.0,356.0,Average,4.6,AT
10+,12.1878,5.0,130.0,Easy,5.0,LU
7-14,18.2878,19.0,181.0,Easy,4.9,IT
7-14,12.585999999999999,2.0,176.0,Easy,4.5,GB
7-14,38.9922,5.0,259.0,Average,4.2,CA
8-14,68.3078,14.0,376.0,Easy,3.5,DE
8-14,67.0878,19.0,433.0,Average,4.7,BE
6-12,18.2878,14.0,97.0,Easy,4.1,FR
4-99,23.951999999999998,8.0,303.0,Easy,4.9,CZ
6-12,62.352,6.0,589.0,Easy,4.5,CZ
8+,43.152,2.0,1.0,Very Easy,4.0,CZ
11-16,170.7878,19.0,2382.0,Average,4.9,PT
14+,298.87,87.0,1703.0,Challenging,4.3,NO
2-5,24.3878,1.0,23.0,Easy,5.0,FR
7-14,18.2878,1.0,57.0,Average,5.0,FR
7-14,18.2878,1.0,56.0,Easy,5.0,IE
7-12,36.5878,38.0,282.0,Easy,4.7,DE
7-12,25.398000000000003,2.0,241.0,Easy,5.0,CH
6-12,36.5878,1.0,309.0,Easy,5.0,FR
7-12,25.186,1.0,225.0,Easy,4.0,GB
6-12,36.5878,7.0,289.0,Easy,4.1,BE
10-16,195.986,18.0,1456.0,Average,4.6,GB
7-12,35.598,2.0,374.0,Easy,3.5,CH
9-14,73.1878,9.0,554.0,Challenging,4.0,IE
7-12,35.092200000000005,2.0,359.0,Average,4.5,CA
9-14,97.5878,6.0,914.0,Average,4.8,DE
11-16,182.9878,22.0,2595.0,Average,4.7,IT
6-12,31.7078,10.0,223.0,Easy,4.4,IE
6-12,158.58780000000004,45.0,610.0,Average,4.4,FR
4-7,12.1878,2.0,67.0,Very Easy,5.0,BE
6+,683.1878,8.0,2455.0,Average,3.4,AT
10-16,115.9971,12.0,1098.0,Average,4.8,PL
7-12,29.99,13.0,278.0,Easy,4.5,US
10+,9.99,2.0,91.0,Easy,4.5,US
14+,257.3922,47.0,2526.0,Average,4.6,CA
7-14,18.2878,8.0,45.0,Easy,4.0,NL
16+,365.9878,88.0,4867.0,Challenging,4.9,ES
10-16,146.339,79.0,1106.0,Average,4.8,FI
8-14,36.5878,5.0,330.0,Average,4.8,AT
7-14,32.9278,3.0,100.0,Very Easy,4.0,DE
6-12,12.0,6.0,109.0,Easy,4.8,DN
6-12,21.9478,5.0,99.0,Very Easy,5.0,NL
7-14,20.2971,3.0,179.0,Easy,5.0,PL
10+,24.3878,2.0,234.0,Easy,,LU
12-16,197.5924,20.0,1628.0,Average,3.8,AU
4-7,49.6929,2.0,191.0,Average,5.0,NZ
7-14,47.5678,10.0,377.0,Easy,4.6,DE
8+,30.4878,16.0,208.0,Easy,4.6,NL
7-14,37.961999999999996,6.0,76.0,Easy,4.5,AU
9-14,111.986,11.0,1202.0,Average,,GB
8-12,121.9878,6.0,813.0,Average,4.3,NL
10+,12.138,4.0,126.0,Easy,5.0,CH
16+,1015.0,198.0,7541.0,Challenging,4.8,PL
7-12,38.986999999999995,8.0,356.0,Average,4.6,NO
10+,10.1322,9.0,99.0,Easy,4.3,CA
6+,28.535,10.0,219.0,Easy,3.9,NO
12+,60.9878,23.0,468.0,Average,4.7,LU
4-7,10.1322,8.0,47.0,Very Easy,4.0,CA
10+,12.138,1.0,113.0,Easy,5.0,CH
11-16,219.53900000000002,22.0,2595.0,Average,4.7,FI
6-12,19.99,9.0,197.0,Easy,4.4,US
8-12,170.7878,3.0,1019.0,Easy,5.0,BE
8-14,109.7878,3.0,836.0,Average,4.7,
6-12,30.0,5.0,378.0,Easy,4.8,DN
6-12,13.986,1.0,102.0,Easy,4.0,
6-12,36.5878,10.0,223.0,Easy,4.4,PT
9-16,59.99,16.0,494.0,Average,4.6,US
12+,42.6878,14.0,386.0,Average,4.4,IT
7-14,36.386,2.0,101.0,Easy,5.0,GB
10+,12.1878,5.0,130.0,Easy,5.0,IT
4-99,6.0180000000000025,4.0,55.0,Average,4.5,CH
4-7,11.186,3.0,59.0,Easy,5.0,
10+,13.986,3.0,122.0,Very Easy,4.0,GB
10+,42.6878,3.0,1.0,Average,5.0,IT
6-14,13.0471,1.0,68.0,Very Easy,4.0,PL
10+,41.986000000000004,30.0,230.0,Easy,4.4,GB
7-12,34.1924,38.0,282.0,Easy,4.7,AU
16+,251.3078,53.0,2670.0,Challenging,4.4,DE
6-14,12.772899999999998,1.0,48.0,Very Easy,5.0,NZ
8-14,42.6878,8.0,341.0,Average,4.6,LU
7-14,19.5078,12.0,196.0,Easy,4.6,PT
6-12,36.5878,1.0,309.0,Easy,5.0,ES
9-14,121.9878,4.0,1053.0,Average,4.0,PT
8-12,48.7878,4.0,422.0,Average,4.8,AT
4-7,48.7878,2.0,191.0,Average,5.0,AT
8-14,140.2878,23.0,1047.0,Average,4.7,ES
7-14,42.6878,6.0,341.0,Easy,4.3,BE
8-14,22.7924,2.0,171.0,Challenging,5.0,AU
7-12,42.6878,2.0,374.0,Easy,3.5,LU
9-14,239.952,52.0,2295.0,Challenging,4.9,
9-14,89.88,4.0,746.0,Easy,4.3,DN
7-14,121.38,6.0,267.0,Average,4.3,CH
5+,3.6,13.0,8.0,Very Easy,4.8,DN
8-14,85.3878,6.0,765.0,Average,4.2,ES
5-8,50.6922,1.0,266.0,Challenging,5.0,CA
7-12,35.4929,4.0,345.0,Easy,,NZ
16+,317.1878,99.0,4002.0,Challenging,4.8,NL
7-14,31.192200000000003,6.0,341.0,Easy,4.3,CA
7-12,45.37000000000001,32.0,208.0,Easy,4.4,NO
6-14,12.1878,2.0,73.0,Easy,5.0,NL
2-5,39.99,3.0,28.0,Easy,5.0,US
7-14,24.3878,2.0,139.0,Easy,4.0,IT
6-12,30.4878,10.0,160.0,Easy,3.7,IE
7-14,25.398000000000003,18.0,233.0,Easy,4.6,CH
2-5,45.1278,3.0,48.0,Very Easy,5.0,IE
9-14,86.352,8.0,876.0,Average,5.0,CZ
12+,202.9971,79.0,2049.0,Average,5.0,PL
10+,57.9971,4.0,1.0,Challenging,,PL
6-14,12.1524,1.0,48.0,Very Easy,,AU
6-12,269.7929,35.0,888.0,Average,4.4,NZ
7-12,36.5878,4.0,345.0,Easy,4.8,PT
9-14,86.59800000000001,19.0,944.0,Average,,CH
7-12,60.8971,3.0,426.0,Average,5.0,PL
8-14,68.3924,7.0,521.0,Average,,AU
16+,219.5878,53.0,2670.0,Challenging,4.4,AT
6-12,31.192200000000003,6.0,271.0,Easy,4.8,CA
7-14,79.23899999999998,5.0,425.0,Average,3.2,FI
6-12,67.0878,4.0,360.0,Average,5.0,BE
10+,12.432,3.0,122.0,Very Easy,4.0,CZ
7-12,29.99,12.0,285.0,Easy,4.2,US
5-12,6.9860000000000015,5.0,53.0,Easy,3.6,GB
8-14,60.9878,7.0,521.0,Average,4.3,IT
5-12,48.7878,10.0,169.0,Very Easy,4.1,IE
10-14,67.0878,11.0,452.0,Challenging,4.5,FR
9-14,95.95200000000001,19.0,944.0,Average,4.2,CZ
8-12,29.99,10.0,386.0,Average,3.8,US
7-12,30.0,32.0,208.0,Easy,4.4,DN
7-14,18.2878,8.0,45.0,Easy,4.0,AT
6-12,12.1878,3.0,91.0,Easy,4.3,NL
7-14,29.99,13.0,375.0,Easy,4.8,US
5-12,22.087,1.0,126.0,Easy,5.0,NO
7-14,48.7878,13.0,375.0,Easy,4.8,NL
8-12,36.5878,37.0,262.0,Easy,4.5,AT
8-12,121.9878,17.0,1124.0,Average,4.8,DE
16+,169.99,62.0,2480.0,Challenging,4.6,US
7-12,24.99,5.0,83.0,Easy,4.4,US
7-12,24.3878,1.0,200.0,Average,5.0,DE
6-12,127.7929,8.0,663.0,Average,4.6,NZ
8-14,142.87,23.0,1047.0,Average,4.7,NO
7-14,50.6922,6.0,622.0,Average,5.0,CA
6-12,24.3878,3.0,188.0,Easy,4.3,FR
6-12,31.192200000000003,2.0,277.0,Average,,CA
4-7,30.3924,1.0,95.0,Very Easy,5.0,AU
1½-5,18.258,15.0,1.0,Easy,4.0,CH
2-5,12.1878,2.0,15.0,Very Easy,5.0,AT
8-14,129.87,71.0,717.0,Average,4.7,
9-14,142.87,15.0,1403.0,Average,4.8,NO
2-5,73.1878,1.0,67.0,Average,5.0,LU
10+,15.799000000000001,2.0,105.0,Easy,,FI
6-14,12.1878,1.0,68.0,Very Easy,4.0,ES
7-14,60.7924,6.0,400.0,Easy,4.3,AU
7-14,20.986,3.0,73.0,Easy,4.3,GB
14+,287.952,87.0,1703.0,Challenging,,CZ
4-99,38.986999999999995,2.0,502.0,Average,4.0,NO
9-16,116.87,28.0,370.0,Easy,4.5,NO
8-12,77.87,2.0,464.0,Easy,4.5,NO
9-16,48.986000000000004,1.0,513.0,Easy,5.0,GB
16+,365.9878,88.0,4867.0,Challenging,4.9,ES
5-12,73.1878,9.0,561.0,Easy,3.3,FR
7-12,54.8878,13.0,278.0,Easy,4.5,PT
2-5,30.439,2.0,26.0,Average,5.0,FI
5-12,19.99,2.0,153.0,Easy,5.0,US
5-12,36.5878,2.0,222.0,Average,5.0,PT
10-21,107.88,6.0,1.0,Very Easy,4.3,DN
8-14,73.1878,12.0,457.0,Easy,4.3,IT
6-12,26.5924,9.0,197.0,Easy,4.2,AU
8-14,36.0,5.0,179.0,Average,3.6,DN
5-12,42.6878,2.0,222.0,Average,5.0,BE
8-14,48.7878,14.0,294.0,Easy,4.7,
10+,25.186,1.0,160.0,Very Easy,5.0,GB
6-12,19.99,1.0,199.0,Average,5.0,US
4-7,28.3929,2.0,95.0,Easy,3.0,NZ
14+,499.99,84.0,4016.0,Challenging,3.9,US
6+,853.9878,7.0,2631.0,Easy,4.6,FR
12+,37.6971,7.0,361.0,Easy,4.6,
2-5,121.9878,8.0,163.0,Easy,5.0,LU
7-14,54.8878,23.0,375.0,Average,4.6,BE
4-7,36.5878,1.0,151.0,Easy,5.0,FR
12+,48.7878,11.0,444.0,Average,4.8,IE
4-7,38.352,1.0,151.0,Easy,5.0,CZ
2-5,36.5878,2.0,57.0,Average,5.0,FR
8-14,62.986000000000004,14.0,376.0,Easy,,GB
6-12,54.8878,4.0,350.0,Average,4.8,LU
7-12,36.5878,2.0,205.0,Average,5.0,DE
8-14,110.352,19.0,674.0,Average,4.6,CZ
6-12,30.4878,9.0,185.0,Easy,3.9,AT
8-14,103.6878,17.0,674.0,Average,4.7,IE
7-14,21.6,8.0,217.0,Easy,3.6,DN
9-14,97.5878,9.0,830.0,Average,4.9,IE
9-14,48.7878,4.0,552.0,Challenging,4.8,IT
6-12,24.3878,4.0,216.0,Easy,4.5,ES
7-12,29.99,8.0,356.0,Average,4.6,US
4-7,57.552,2.0,191.0,Average,5.0,CZ
4-7,35.4929,1.0,151.0,Easy,5.0,NZ
8+,28.0478,16.0,208.0,Easy,4.6,DE
16+,268.3878,228.0,4295.0,Challenging,4.8,FR
4-99,32.9278,2.0,502.0,Average,4.0,FR
10-16,71.37,12.0,603.0,Average,4.7,NO
7-14,24.8429,7.0,142.0,Easy,4.7,
2-5,24.3878,2.0,26.0,Average,5.0,NL
10+,9.99,2.0,105.0,Easy,5.0,US
5-12,12.1878,2.0,87.0,Easy,4.5,LU
5-12,24.3878,8.0,144.0,Easy,4.3,NL
8-14,85.3878,3.0,604.0,Challenging,4.0,AT
7-14,48.7878,5.0,267.0,Easy,3.2,BE
8+,24.3878,5.0,247.0,Average,4.6,
5-12,54.8878,10.0,169.0,Very Easy,4.1,NL
7-12,121.9878,4.0,871.0,Average,4.8,LU
10+,42.6878,4.0,1.0,Challenging,3.5,NL
8-12,146.339,6.0,813.0,Average,4.3,FI
8-12,36.5878,37.0,262.0,Easy,4.5,ES
10+,30.498,33.0,231.0,Easy,4.6,CH
7-12,60.9878,3.0,426.0,Average,5.0,AT
1½-5,24.3878,6.0,36.0,Easy,5.0,FR
6-12,21.9478,6.0,99.0,Very Easy,5.0,BE
8-12,53.1924,2.0,464.0,Easy,4.5,AU
7-14,23.3922,3.0,104.0,Average,3.7,CA
7-14,34.1924,10.0,312.0,Easy,4.0,AU
2-5,77.9922,1.0,106.0,Easy,5.0,CA
10+,25.987,1.0,160.0,Very Easy,5.0,NO
8-14,42.5929,8.0,341.0,Average,,NZ
10-16,143.952,79.0,1106.0,Average,4.8,CZ
7-12,195.1878,63.0,847.0,Average,,AT
10+,12.432,1.0,149.0,Very Easy,3.0,CZ
6-12,73.139,4.0,360.0,Average,5.0,FI
7-12,91.4878,2.0,603.0,Challenging,4.5,LU
8-12,177.4929,1.0,1250.0,Average,5.0,NZ
6-12,10.1322,7.0,90.0,Very Easy,4.7,CA
16+,487.939,43.0,5923.0,Challenging,4.8,FI
6-12,68.3924,5.0,575.0,Average,5.0,AU
7-14,73.1878,6.0,492.0,Average,4.3,ES
10+,24.0,1.0,240.0,Easy,5.0,DN
7-12,60.93899999999999,27.0,277.0,Easy,4.6,FI
10+,12.1524,2.0,108.0,Easy,5.0,AU
6-12,36.5878,5.0,378.0,Easy,4.8,AT
6-12,15.799000000000001,1.0,109.0,Average,5.0,FI
6-12,30.4878,10.0,160.0,Easy,3.7,FR
5+,3.1122,16.0,7.0,Very Easy,4.4,CA
9-14,146.3878,13.0,955.0,Average,3.7,ES
4-7,36.5878,1.0,151.0,Easy,5.0,BE
7-14,19.5078,10.0,161.0,Easy,4.9,DE
8-14,116.87,22.0,630.0,Average,4.6,NO
8-12,69.5278,6.0,460.0,Average,4.3,DE
9-14,212.9929,4.0,1413.0,Average,4.0,NZ
12+,195.1878,79.0,2049.0,Average,5.0,PT
16+,268.3878,64.0,4163.0,Challenging,4.6,AT
8-14,89.88,9.0,643.0,Average,4.8,
9-14,212.9929,52.0,2295.0,Challenging,4.9,NZ
8-14,55.986000000000004,21.0,494.0,Average,4.5,GB
8-14,134.18779999999998,8.0,941.0,Average,4.6,NL
12+,60.9878,37.0,598.0,Average,4.2,AT
6-12,12.1878,3.0,86.0,Average,3.0,ES
8-14,49.99,12.0,457.0,Easy,4.3,US
6-12,14.99,18.0,124.0,Easy,4.7,US
6-12,10.1322,6.0,122.0,Easy,4.5,
6-12,18.2878,14.0,97.0,Easy,4.1,IE
6-12,24.3878,4.0,192.0,Average,5.0,DE
7-14,36.5878,3.0,308.0,Average,4.7,PT
6-12,42.5929,5.0,378.0,Easy,4.8,NZ
14+,116.9922,52.0,1363.0,Average,3.8,CA
4-99,17.3971,24.0,1.0,Very Easy,4.1,PL
4-7,27.986,3.0,94.0,Average,4.7,GB
10+,14.192899999999998,1.0,113.0,Easy,5.0,NZ
9-14,181.87,13.0,955.0,Average,3.7,NO
7-12,103.6878,2.0,577.0,Average,5.0,PT
2-5,69.986,1.0,67.0,Average,5.0,GB
7-14,36.5878,6.0,76.0,Easy,4.5,IE
7-14,24.3878,8.0,217.0,Easy,3.6,ES
9-14,59.99,8.0,876.0,Average,5.0,US
6+,32.9278,10.0,219.0,Easy,3.9,PT
7-14,23.88,4.0,119.0,Easy,5.0,DN
10+,36.539,33.0,231.0,Easy,4.6,FI
5-12,36.5878,8.0,257.0,Average,3.9,DE
4-99,7.99,46.0,1.0,Very Easy,2.6,US
8-14,109.7878,3.0,836.0,Average,4.7,AT
7-14,51.87000000000001,5.0,267.0,Easy,3.2,NO
5-12,9.99,10.0,94.0,Very Easy,,US
5-12,30.439,8.0,144.0,Easy,4.3,FI
5-12,24.3878,11.0,214.0,Easy,4.5,LU
12+,363.986,11.0,2863.0,Challenging,4.5,GB
10-16,165.2971,7.0,1151.0,Challenging,4.9,PL
9-14,29.99,25.0,160.0,Average,4.7,US
5-12,21.9478,1.0,104.0,Average,5.0,LU
6-14,12.1878,1.0,68.0,Very Easy,4.0,FR
10-16,109.7878,12.0,1098.0,Average,4.8,DE
2-5,97.5878,1.0,106.0,Easy,5.0,DE
8-12,85.7922,7.0,712.0,Average,3.9,CA
6-12,12.1878,4.0,88.0,Easy,4.5,AT
5-12,18.258,1.0,127.0,Easy,5.0,CH
5-12,24.3878,47.0,8.0,Very Easy,4.1,AT
6-12,19.5078,26.0,117.0,Very Easy,4.7,PT
10+,12.1878,1.0,141.0,Very Easy,4.0,AT
4-7,21.6,2.0,108.0,Easy,4.5,DN
4-7,27.6,3.0,94.0,Average,4.7,DN
10+,24.3878,1.0,234.0,Easy,,ES
7-14,55.986000000000004,2.0,156.0,Easy,4.5,GB
4-99,36.5878,11.0,484.0,Easy,4.6,PT
7-14,54.83900000000001,12.0,293.0,Average,4.8,FI
7-12,36.5878,27.0,149.0,Easy,4.5,BE
5-8,62.986000000000004,1.0,266.0,Challenging,5.0,GB
7-12,48.7878,13.0,278.0,Easy,4.5,IE
4-7,12.912,8.0,47.0,Very Easy,4.0,CZ
7-12,21.9478,5.0,223.0,Easy,4.4,BE
8+,113.9924,7.0,729.0,Average,4.1,AU
6-12,103.639,5.0,701.0,Average,4.0,FI
8-14,61.098,19.0,433.0,Average,4.7,CH
10-16,67.0878,12.0,603.0,Average,,DE
7-12,18.2878,2.0,149.0,Easy,5.0,AT
8-12,119.99,9.0,824.0,Average,4.6,
10+,12.1878,1.0,135.0,Very Easy,4.0,LU
8-12,181.87,1.0,1250.0,Average,5.0,NO
4-7,17.4724,2.0,67.0,Average,,
4-7,24.3878,1.0,110.0,Easy,4.0,DE
16+,284.58,99.0,4002.0,Challenging,4.8,CH
8-14,134.18779999999998,23.0,1047.0,Average,4.7,BE
5-12,10.9678,85.0,2.0,Very Easy,3.5,IT
7-12,36.5878,2.0,374.0,Easy,3.5,AT
5-12,12.432,2.0,82.0,Very Easy,,CZ
8+,54.8878,6.0,387.0,Easy,4.7,ES
6-12,48.7878,3.0,322.0,Easy,4.3,IT
4-7,30.4878,2.0,116.0,Easy,4.5,AT
7-14,46.7922,5.0,425.0,Average,3.2,CA
6-12,14.6278,6.0,122.0,Easy,4.5,BE
5-12,35.4929,7.0,310.0,Easy,4.7,NZ
10+,10.1322,10.0,139.0,Easy,4.8,CA
6-12,19.4922,9.0,197.0,Easy,4.4,CA
7-14,24.3878,2.0,139.0,Easy,,FR
10+,12.432,5.0,143.0,Easy,5.0,CZ
4-7,24.3878,2.0,95.0,Easy,3.0,IT
6-14,12.1878,2.0,73.0,Easy,5.0,AT
8-14,99.99,23.0,1047.0,Average,4.7,US
6-12,231.9971,35.0,888.0,Average,4.4,PL
16+,195.1878,177.0,2262.0,Challenging,4.6,PT
16+,303.9924000000001,99.0,4002.0,Challenging,4.8,AU
5-12,21.6,12.0,239.0,Easy,4.8,DN
9-14,111.18,4.0,1053.0,Average,4.0,CH
6-12,57.552,4.0,350.0,Average,4.8,CZ
8-12,60.9878,6.0,460.0,Average,4.3,IT
5-12,78.09289999999999,9.0,561.0,Easy,3.3,NZ
10-21,29.386,1.0,1.0,Easy,5.0,GB
10+,14.192899999999998,5.0,130.0,Easy,5.0,NZ
7-12,28.3929,1.0,225.0,Easy,4.0,NZ
7-14,30.4878,19.0,201.0,Easy,4.6,IT
4-99,16.99,7.0,221.0,Easy,4.1,US
6-12,41.88,3.0,326.0,Challenging,3.7,DN
6-12,36.5878,5.0,378.0,Easy,4.8,IE
7-14,29.99,5.0,267.0,Easy,3.2,US
5-12,24.3878,6.0,190.0,Easy,3.8,DE
8-14,53.88,14.0,376.0,Easy,3.5,DN
7-14,18.2878,3.0,55.0,Easy,4.0,BE
6-12,30.4878,9.0,197.0,Easy,4.2,IT
6-12,36.5878,7.0,289.0,Easy,4.1,AT
16+,279.99,99.0,4002.0,Challenging,4.8,
10-14,73.1878,11.0,452.0,Challenging,4.5,PT
2-5,9.8724,2.0,15.0,Very Easy,5.0,AU
7-14,17.7429,11.0,184.0,Easy,4.7,NZ
14+,287.952,52.0,2294.0,Average,4.5,CZ
8-14,36.5878,5.0,330.0,Average,4.8,IE
7-14,36.5878,8.0,204.0,Average,,BE
6-12,12.1878,4.0,88.0,Easy,4.5,IE
8-14,104.986,22.0,630.0,Average,4.6,GB
4-7,12.1878,3.0,62.0,Easy,4.7,ES
4-99,62.352,4.0,790.0,Easy,5.0,CZ
