ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Directors,Genres,Country,Language,Runtime
11800,The Breakup Girl,2015,16+,4.8,NA,Stacy Sherman,"Comedy,Drama",United States,English,90
11806,Rise of the Zombies,2012,16+,4,NA,Nick Lyon,"Action,Adventure,Drama,Horror,Sci-Fi,Thriller",United States,English,89
11882,Prisoners of the Sun,2013,16+,3.7,NA,Roger Christian,"Action,Adventure,Horror,Mystery","United States,Germany",English,85
11957,Chu and Blossom,2014,16+,7.6,NA,"Charles Chu,Gavin Kelly","Comedy,Drama",United States,English,95
12078,Billy Gardell: Halftime,2011,16+,7.8,NA,Manny Rodriguez,"Documentary,Comedy",United States,English,60
12117,"Soul on Ice: Past, Present and Future",2017,16+,8,NA,Damon Kwame Mason,"Documentary,Sport","Canada,United States",English,86
12131,Bermuda Tentacles,2014,16+,3.5,NA,Nick Lyon,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,89
12143,"Live Once, Die Twice",2006,16+,5.2,NA,Stefan Pleszczynski,"Drama,Thriller",Canada,English,120
12245,Two Wrongs,2015,16+,5,NA,Schelle Purcell,Drama,United States,English,109
12284,Foxfur,2012,16+,5.8,NA,Damon Packard,Fantasy,United States,English,61
12386,Confined,2010,16+,5.3,NA,Eytan Rockaway,"Horror,Mystery,Thriller",United States,English,86
12401,Nightmare,2007,16+,4.3,NA,Samuel Bayer,"Crime,Drama,Horror,Mystery",United States,English,95
12413,Fire Twister,2015,16+,2.5,NA,George Erschbamer,"Action,Adventure,Drama,Sci-Fi,Thriller","United States,Canada",English,85
12424,5 Headed Shark Attack,2017,16+,3.1,NA,"Nico De Leon,Jose Montesinos","Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,89
12476,Scarlett,2016,16+,4.4,NA,NA,"Drama,Romance","France,United States,Germany,Italy,United Kingdom,Spain,Austria",English,360
12592,Wrecker,2015,16+,3.4,NA,Micheal Bafaro,"Action,Horror,Thriller",Canada,English,83
12607,Early Release,2017,16+,4.8,NA,John L'Ecuyer,"Drama,Thriller",Canada,English,90
12677,Ramblin' Freak,2017,16+,6.8,NA,Parker Smith,Documentary,United States,English,91
12700,Willed to Kill,2012,16+,5.4,NA,Philippe Gagnon,"Action,Drama,Mystery,Thriller",Canada,English,84
12821,Jackrabbit,2015,16+,4.5,NA,Carleton Ranney,"Drama,Sci-Fi,Thriller",United States,English,100
12941,Forgotten Evil,2017,16+,4.9,NA,Anthony C. Ferrante,"Drama,Horror,Mystery,Thriller",United States,English,90
13017,Pride of Lions,2014,16+,3.8,NA,Sidney J. Furie,"Adventure,Comedy,Drama",Canada,English,101
13053,The Incomparable Rose Hartman,2016,16+,6.3,75%,Otis Mass,"Documentary,History",United States,English,71
13129,Zombie Night,2013,16+,3.4,NA,John Gulager,"Horror,Thriller",United States,English,88
13153,Badlands of Kain,2016,16+,5.2,NA,Andy Palmer,"Horror,Mystery,Thriller",United States,English,108
13606,California High,2015,16+,7.1,NA,"Barnaby O'Connor,Matthew O'Connor","Documentary,News","United Kingdom,United States",English,80
13774,"Congratulations, It's a Boy!",1971,16+,6.1,NA,William A. Graham,Comedy,United States,English,73
13816,Robert Wise: American Filmmaker,2013,16+,NA,NA,Jeff Herberger,Documentary,United States,English,100
13828,Ready 2 Die,2014,16+,4.4,NA,John Azpilicueta,"Crime,Drama,Thriller",United States,English,80
13852,Sometimes the Good Kill,2017,16+,4.7,NA,Philippe Gagnon,"Crime,Drama,Mystery,Thriller",Canada,English,90
13857,Geo-Disaster,2017,16+,2.7,NA,Thunder Levin,"Action,Adventure,Drama,Sci-Fi,Thriller",United States,English,87
14019,Hickey,2017,16+,3.9,NA,Alex Grossman,Comedy,United States,English,85
14069,Alien from Area 51: The Alien Autopsy Footage Revealed,2012,16+,3.7,NA,Philip Gardiner,Documentary,United States,English,75
14165,Ice Sharks,2016,16+,3,NA,Emile Edwin Smith,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,85
14214,Battledogs,2013,16+,3.5,NA,Alexander Yellen,"Action,Adventure,Horror,Sci-Fi,Thriller",United States,English,88
14219,Hard Time: The Premonition,1999,16+,5.6,NA,David S. Cass Sr.,"Crime,Drama,Sci-Fi",United States,English,100
14264,6-Headed Shark Attack,2018,16+,2.8,NA,Mark Atkins,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,86
14280,Found in Time,2012,16+,4.8,NA,Arthur Vincie,"Sci-Fi,Thriller",United States,English,91
14318,The Sensitives,2017,16+,6.4,NA,Drew Xanthopoulos,Documentary,United States,English,83
14459,Empire of the Sharks,2017,16+,2.8,NA,Mark Atkins,"Action,Adventure,Comedy,Fantasy,Horror,Sci-Fi,Thriller",United States,English,89
14543,Planet of the Sharks,2016,16+,2.6,NA,Mark Atkins,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,86
14758,$elfie Shootout,2016,16+,3.4,NA,"Giorgio Daveed,Ron Jackson",Comedy,United States,NA,86
14810,"Alien Paranormal: Bigfoot, UFO's and the Men in Black",2013,16+,3.5,NA,William Burke,Documentary,United States,English,60
14867,Dead 7,2016,16+,3.1,NA,Danny Roew,"Comedy,Horror,Western",United States,English,89
14884,Shadow Run,1998,16+,4.2,NA,Geoffrey Reeve,Crime,United Kingdom,English,94
14934,Dark Space,2013,16+,3.7,NA,Emmett Callinan,Sci-Fi,United States,English,91
14956,Alien Crash at Roswell: The UFO Truth Lost in Time,2013,16+,4.2,NA,Philip Coppens,Documentary,United States,English,70
14978,American Horror House,2012,16+,3.8,NA,Darin Scott,Horror,United States,English,83
15002,The Yank,2014,16+,4.5,NA,Lexi Alexander,"Crime,Drama,Sport,War","United Kingdom,United States","English,Italian,German",109
15009,Uphill Battle,2014,16+,5.3,NA,Amy Kenney,Family,United States,English,92
15012,The Last Sect,2006,16+,3.6,NA,Jonathan Dueck,"Horror,Thriller",Canada,"English,French",90
15151,Age of Ice,2014,16+,1.8,NA,Emile Edwin Smith,"Action,Adventure,Drama,Sci-Fi,Thriller",United States,English,85
15177,The Stalker Club,2017,16+,5,NA,Doug Campbell,"Drama,Mystery,Thriller",United States,English,90
15185,The Mummy Resurrected,2014,16+,1.8,NA,Patrick McManus,Horror,United States,English,80
15191,If Looks Could Kill,2016,16+,4.4,NA,William Dear,"Action,Comedy","United States,Canada",English,88
15204,Burning Man and the Meaning of Life,2012,16+,5.1,NA,Julie Pifher,"Documentary,News",United States,English,76
15210,Night of the Wild,2015,16+,3.1,NA,Eric Red,"Action,Horror,Sci-Fi,Thriller",United States,English,89
15306,FB: Fighting Beat,2007,16+,4.3,NA,Piti Jaturaphat,Action,Thailand,Thai,78
15416,Wuthering High,2015,16+,4,NA,Anthony DiBlasi,Drama,United States,English,88
15463,Falsely Accused,2016,16+,3.3,NA,Maria Pulera,"Crime,Mystery,Thriller",United States,English,81
15548,Alien Siege,2018,16+,2.3,NA,Rob Pallatina,"Action,Adventure,Sci-Fi,Thriller",United States,English,85
15579,Dream House Nightmare,2017,16+,4.7,NA,Jose Montesinos,"Drama,Mystery,Thriller",United States,English,90
15624,1313: Giant Killer Bees!,2011,16+,2,NA,David DeCoteau,"Horror,Sci-Fi",United States,English,80
15746,Conspiracy Encounters,2016,16+,2.4,NA,Daniel Pace,Sci-Fi,United States,English,106
15763,Crying Wolf,2015,16+,2.4,NA,Tony Jopia,"Action,Comedy,Horror,Thriller",United Kingdom,English,91
15773,Destination: Infestation,2007,16+,2.8,NA,George Mendeluk,"Action,Adventure,Drama,Horror,Sci-Fi,Thriller",Canada,"English,French",89
15789,Starship Rising,2014,16+,2.1,NA,Neil Johnson,"Action,Sci-Fi",United States,English,91
15795,Contract Killers,2014,16+,3.5,NA,Mathew John Pearson,"Action,Crime,Thriller",New Zealand,English,95
15806,Spoils of War,2009,16+,2.8,NA,David O. Russell,"Action,Adventure,Comedy,Drama,War",United States,"English,Arabic",114
15831,Morning Star,2014,16+,2.7,NA,"Luca Boni,Marco Ristori","Action,Adventure,Fantasy,Thriller",Italy,English,90
16612,Life-Size 2,2018,16+,4.8,40%,Steven K. Tsuchida,"Comedy,Fantasy",United States,English,81
